days_visited_exp_pre,days_visited_free_pre,days_visited_fs_pre,days_visited_hs_pre,days_visited_rs_pre,days_visited_vrs_pre,locale_en_US,revenue_pre,os_type_osx,os_type_windows,easier_signup,became_member,days_visited_post
19,16,11,26,8,25,0,0.45,0,0,0,0,11
11,18,20,7,2,3,0,1.19,1,0,0,0,13
18,18,10,12,8,16,1,0.01,0,0,1,1,18
14,4,6,9,6,16,1,17.1,0,1,1,1,3
11,12,26,21,20,24,1,0.49,0,1,0,0,2
28,1,17,9,16,3,0,1.29,0,1,1,0,12
16,11,24,19,21,20,1,0.3,0,0,0,0,17
3,0,25,21,9,22,0,68.09,0,1,1,1,4
15,18,27,20,14,1,0,2.03,1,0,1,1,8
4,18,10,22,28,24,1,1.26,1,0,0,0,7
15,7,5,14,19,27,1,0.01,0,1,0,0,1
2,14,26,22,7,27,1,0.34,0,0,0,0,4
17,10,13,10,23,4,1,39.08,0,0,0,0,8
26,1,21,16,5,14,1,16.14,1,0,0,0,3
8,27,1,5,4,4,1,6.73,1,0,0,0,6
11,13,4,4,15,5,1,0.09,1,0,1,1,13
11,27,14,18,6,16,1,1.1,1,0,0,0,14
10,7,27,28,24,26,0,0.12,0,0,0,0,4
24,12,10,27,8,14,0,0.39,0,1,1,0,-1
15,24,19,19,11,2,0,0.07,0,0,1,1,14
14,3,22,10,19,4,0,279.68,0,0,1,0,-7
24,12,17,16,9,9,0,1.14,1,0,1,1,9
11,5,20,20,10,1,1,0.39,1,0,1,0,-5
1,7,22,7,8,8,1,41.24,0,1,0,0,8
3,0,21,21,27,22,1,0.09,0,0,1,0,6
4,21,5,24,25,24,0,0.29,1,0,0,0,16
24,23,3,16,7,14,0,2.53,0,0,0,0,17
4,19,26,12,22,22,0,0.55,1,0,1,1,22
24,27,9,16,15,10,0,0.0,1,0,0,0,13
25,9,0,8,6,16,0,0.15,1,0,1,1,13
13,16,5,0,23,0,1,48.64,0,0,0,0,14
27,16,19,15,4,13,1,0.0,0,0,0,0,12
12,23,6,2,19,0,1,0.55,0,0,1,1,19
12,12,15,21,16,25,0,1.93,1,0,1,1,8
3,20,7,11,16,0,1,75.61,0,0,0,0,8
5,28,3,7,13,3,0,13.56,0,0,1,1,23
25,13,21,27,0,27,0,0.35,0,1,1,1,2
4,16,18,14,23,11,1,0.52,0,0,0,0,14
16,19,10,16,20,16,0,17.42,1,0,1,1,4
27,21,10,8,4,13,0,190.2,1,0,0,0,9
24,22,22,7,20,0,1,0.23,0,0,0,0,12
9,17,22,19,6,13,0,538.11,0,1,0,0,8
11,7,6,7,6,7,0,0.01,0,0,0,0,5
12,27,8,10,17,14,0,2.99,0,0,1,1,22
2,18,13,5,27,9,0,0.34,0,0,1,1,20
19,16,0,27,5,0,1,0.04,0,1,0,0,13
25,8,13,14,5,15,0,0.22,1,0,0,0,10
1,9,16,11,14,11,1,15.46,1,0,0,0,14
27,9,0,25,12,21,1,36.13,0,0,1,1,9
3,10,23,3,25,23,1,8.01,0,0,0,0,10
1,18,28,2,12,22,1,2.58,0,1,0,0,4
3,22,13,21,6,19,1,0.05,1,0,1,1,15
16,24,6,23,25,0,0,0.01,0,1,1,1,28
28,3,19,25,18,19,1,6.42,0,0,1,1,2
21,7,0,6,12,8,1,1.72,0,0,0,0,9
6,13,12,12,28,9,1,0.91,0,1,1,1,6
21,14,1,27,18,18,0,0.0,1,0,0,0,5
2,26,18,12,12,10,1,0.44,0,1,0,0,22
7,0,6,8,22,19,1,2.49,1,0,1,0,-4
20,16,17,1,20,9,0,0.38,1,0,1,1,18
0,6,13,20,4,8,1,3.18,1,0,0,0,6
1,28,26,19,8,26,0,0.46,1,0,0,1,15
18,14,26,16,12,28,0,0.01,0,1,0,0,17
5,14,23,2,13,5,1,63.0,1,0,0,0,2
16,9,3,22,16,5,1,35.37,0,0,1,1,14
17,8,6,14,17,9,0,0.4,0,1,1,1,4
6,11,16,14,19,23,0,94.79,0,0,1,0,1
0,22,23,15,16,11,1,0.04,0,0,1,0,5
23,11,17,3,5,9,0,19.45,0,1,0,0,12
25,2,23,9,15,3,0,0.1,1,0,1,0,-4
25,16,27,1,25,8,0,2.1,0,0,0,0,0
11,10,27,5,18,22,0,6.19,1,0,0,0,9
7,28,20,26,12,27,1,1.84,1,0,1,1,20
17,8,14,21,15,11,0,0.79,0,0,0,0,10
5,15,13,14,3,23,1,1.28,0,1,0,0,16
3,20,14,17,14,2,0,0.03,0,1,1,1,11
22,6,9,22,9,22,0,0.04,1,0,1,1,7
21,8,7,24,24,22,1,0.01,0,0,1,1,12
18,27,25,22,14,20,0,0.28,0,0,1,1,23
4,11,7,15,1,0,1,15.6,0,1,1,1,6
10,4,5,20,11,19,0,0.26,0,0,0,0,2
18,6,0,10,13,2,1,0.13,0,0,0,0,2
27,12,6,1,17,0,0,1.76,0,0,0,0,9
9,0,23,9,13,19,0,0.1,0,0,0,0,9
27,5,6,2,27,8,0,0.02,0,1,0,0,13
15,26,16,6,4,1,1,1.49,1,0,1,1,27
27,23,3,2,17,11,1,0.25,0,1,0,0,23
9,28,24,6,10,3,1,1.39,0,0,1,1,30
11,0,18,24,18,21,0,4.36,0,0,0,0,10
23,20,1,7,7,23,0,4.15,0,0,0,0,15
1,0,18,20,14,26,1,88.48,1,0,0,0,1
14,5,20,5,4,4,0,0.8,1,0,0,0,11
16,12,7,2,2,9,1,11.9,0,0,0,0,16
0,20,5,15,13,3,1,0.42,0,1,0,0,14
15,8,9,19,21,17,0,1.88,1,0,1,1,0
21,28,27,1,26,5,0,2.08,0,0,0,0,11
22,25,5,8,27,1,1,5.15,0,0,0,0,7
16,12,5,14,28,15,1,4.59,0,1,0,0,12
28,17,19,15,14,12,0,4.45,0,1,0,0,12
21,19,9,0,9,19,0,0.83,1,0,0,0,19
28,13,6,26,7,20,0,0.08,0,1,1,0,0
22,28,22,17,14,7,1,1.41,1,0,1,1,29
17,5,25,5,20,13,1,123.08,0,1,1,1,14
25,12,5,9,10,24,1,0.14,1,0,0,0,12
26,25,27,10,25,12,0,28.04,1,0,0,0,15
20,3,12,23,8,17,0,0.04,0,0,1,0,-3
17,26,17,12,23,15,1,0.02,0,1,0,0,16
1,11,0,8,6,17,0,0.0,0,1,0,0,0
4,4,25,21,21,22,0,67.28,1,0,0,0,7
25,1,21,7,27,15,1,0.25,0,0,1,0,3
9,8,25,2,16,3,1,0.91,0,0,1,1,14
16,17,6,20,22,25,1,117.18,1,0,1,1,13
10,27,3,0,16,23,0,1.58,0,1,0,0,9
13,7,19,19,21,12,0,5.71,1,0,1,1,3
2,7,5,12,18,5,0,0.54,0,1,1,0,5
11,14,9,25,19,16,1,4.73,0,0,0,0,14
5,8,22,23,16,28,0,13.1,0,0,1,1,5
10,0,12,24,25,6,0,0.48,0,0,1,1,6
3,19,12,16,9,5,1,4.79,0,0,0,0,3
28,23,12,19,14,13,0,2.95,0,1,0,0,7
12,24,19,25,11,12,1,78.11,0,0,1,1,14
25,22,20,21,16,5,0,0.04,0,1,0,0,23
13,4,6,19,28,0,1,35.78,0,1,0,0,4
3,25,8,19,25,6,0,6.59,0,1,1,0,18
14,19,17,8,0,10,0,0.59,0,0,0,0,14
13,28,14,19,7,13,1,5.7,0,0,0,0,11
24,8,20,21,3,12,1,10807.21,1,0,1,0,5
21,1,4,20,16,21,1,0.03,0,0,0,0,-4
7,21,25,22,0,0,1,0.0,1,0,1,1,18
14,3,21,0,26,13,1,0.03,1,0,1,0,11
26,22,24,12,11,4,0,0.14,0,1,1,1,11
2,23,6,27,16,26,0,38.21,0,0,0,0,20
21,20,8,25,17,16,0,5.07,1,0,1,1,22
27,16,15,0,16,9,1,0.18,0,1,0,0,3
9,13,10,5,21,3,1,0.56,0,0,0,1,18
0,14,26,6,19,20,1,0.04,0,0,1,0,5
6,24,24,14,20,21,0,34.12,1,0,0,0,12
28,15,0,11,28,25,0,1.66,0,1,1,1,14
25,11,2,15,22,24,0,0.26,1,0,1,1,9
26,7,3,26,2,25,1,0.03,1,0,0,0,0
24,2,22,9,9,20,0,0.67,0,1,0,0,13
17,5,28,2,28,2,0,0.0,0,1,0,0,-1
3,2,19,0,22,6,0,39.73,0,1,0,0,1
13,21,20,15,6,3,0,0.33,0,0,1,1,21
14,23,1,15,12,15,0,4.62,0,1,1,1,18
24,27,2,13,2,27,0,0.04,1,0,0,0,10
10,26,22,19,11,19,0,0.51,1,0,0,0,15
1,6,3,24,0,6,0,0.01,0,1,1,1,10
2,25,25,0,17,18,1,2.26,1,0,0,0,7
16,6,0,16,11,17,1,9.67,1,0,1,0,1
0,20,3,26,12,6,1,6.65,1,0,0,0,4
13,20,7,18,6,28,0,11.36,1,0,0,0,8
15,23,17,1,12,17,0,25.59,0,0,0,0,13
0,3,20,26,16,18,0,0.02,0,0,1,0,-6
24,3,12,7,25,15,1,0.87,1,0,1,1,11
9,21,2,10,3,5,0,61.53,0,1,1,1,21
12,10,8,4,12,28,0,0.03,1,0,0,0,14
0,16,13,3,19,10,1,0.02,0,0,0,0,13
6,15,16,9,2,26,0,1.45,0,0,0,0,11
15,1,22,19,24,23,0,41.41,0,1,0,0,-1
0,9,15,7,14,16,0,0.96,0,0,0,0,14
20,6,3,1,26,27,0,829.16,0,0,1,1,13
28,27,23,14,20,12,0,0.04,0,1,0,0,20
11,8,24,19,12,9,0,0.08,0,1,0,0,6
10,8,25,11,15,6,1,209.24,1,0,1,0,5
5,18,13,9,24,10,0,3.49,0,0,0,0,6
7,3,20,4,6,4,1,0.4,0,1,0,0,12
14,10,2,15,8,19,0,0.09,0,0,0,0,13
6,17,2,25,23,15,0,33.41,0,0,0,0,11
26,15,14,19,2,19,1,87.43,0,0,1,1,3
27,23,2,21,26,14,1,1.33,0,1,1,0,12
23,11,18,8,8,26,1,0.0,0,1,0,0,14
23,17,10,26,3,4,1,5.55,0,1,1,1,22
0,20,23,24,27,3,0,0.25,1,0,0,0,16
27,4,2,5,20,1,1,0.11,1,0,1,0,-1
25,11,23,14,16,16,1,6.51,0,1,0,0,7
7,6,6,16,18,2,1,0.4,1,0,1,0,0
6,1,12,2,15,13,0,0.22,0,0,0,0,10
8,20,7,21,25,25,1,0.03,0,1,0,0,6
1,3,0,27,28,6,1,16.67,0,1,1,1,2
20,5,5,3,22,7,1,1.35,0,0,0,0,15
23,10,27,7,23,9,1,0.02,1,0,1,0,16
19,7,8,3,6,22,0,9.51,1,0,0,0,12
3,5,3,14,14,18,0,0.54,1,0,1,1,7
28,2,0,3,18,25,0,5.17,0,0,0,0,13
2,16,15,5,27,2,0,13.27,1,0,1,1,9
21,1,19,16,18,16,0,127.89,0,1,0,0,5
19,9,5,23,16,1,0,0.84,0,0,0,0,11
18,1,21,28,19,16,1,0.09,1,0,1,1,1
14,9,27,22,1,20,1,4.19,0,1,1,1,8
15,25,20,5,15,0,0,1.09,1,0,0,0,8
24,9,10,28,10,5,0,75.35,0,1,1,0,-3
14,4,1,13,9,7,0,0.11,0,0,1,1,9
8,6,3,6,16,28,1,0.01,0,0,0,0,-3
26,16,21,6,21,8,1,0.27,1,0,0,0,5
17,26,6,7,4,17,1,5.81,1,0,0,0,17
1,6,25,22,25,5,1,0.08,0,1,0,0,-4
10,17,8,12,9,0,1,177.91,0,1,0,0,2
17,12,10,2,27,5,1,0.92,0,1,0,0,4
25,9,15,16,20,13,0,0.75,0,0,1,0,9
9,9,25,20,9,2,0,1.14,0,1,1,1,13
9,28,8,27,17,8,0,2.09,1,0,0,0,20
26,16,12,17,18,5,1,1.98,0,0,1,0,11
8,5,11,17,14,18,1,0.07,0,0,0,0,-1
28,9,4,2,6,5,0,0.14,1,0,1,1,15
23,6,24,13,1,22,0,0.1,1,0,1,1,12
10,5,13,2,13,21,1,1.26,0,0,1,0,5
16,18,5,9,25,21,1,13.11,0,0,0,0,9
10,3,27,8,28,2,0,86.24,0,1,0,0,-2
11,14,24,3,2,0,0,0.1,0,1,0,0,6
1,23,27,3,7,19,1,0.1,0,1,0,0,4
28,19,8,9,14,6,0,0.01,1,0,0,0,8
8,17,0,14,22,24,1,0.13,1,0,1,1,13
22,27,7,20,18,9,0,0.48,0,0,1,1,22
14,15,10,7,18,8,1,631.98,0,0,1,1,16
15,10,5,23,8,27,0,0.03,0,1,1,1,12
6,8,10,5,27,13,1,0.5,0,0,1,1,1
14,14,28,14,16,20,0,6.85,0,0,1,1,0
24,13,20,23,14,14,1,1.3,1,0,1,1,17
14,15,28,22,11,2,1,0.38,0,1,0,0,1
26,21,6,4,6,3,0,0.01,1,0,1,0,14
11,28,2,15,12,18,1,6.62,1,0,1,1,26
2,8,21,10,16,12,1,0.43,1,0,1,1,3
8,19,3,8,14,25,1,0.91,0,0,0,0,24
15,23,23,10,8,27,1,0.26,0,0,0,0,25
19,10,16,24,26,2,1,0.86,0,0,1,0,6
15,7,1,15,15,25,0,0.45,0,1,1,1,14
2,19,4,25,25,14,0,0.03,0,1,0,0,11
13,23,23,3,10,27,0,28.49,0,1,0,0,20
2,8,28,25,4,2,0,24.8,0,0,0,0,3
25,26,24,9,17,11,1,0.38,1,0,0,0,20
4,4,9,21,11,6,0,14.68,0,0,0,0,15
10,21,12,0,13,9,0,0.55,1,0,0,0,2
26,23,12,15,3,17,1,0.03,0,0,1,1,11
27,24,4,28,6,22,1,0.07,0,0,0,0,13
26,20,12,1,25,17,0,0.3,1,0,1,1,13
24,5,23,24,8,8,1,0.59,0,0,1,0,0
23,17,9,1,11,19,0,0.03,0,0,0,0,10
18,20,18,13,21,1,1,3.77,0,1,0,0,17
23,27,0,24,9,22,0,0.02,1,0,0,0,9
11,10,6,23,20,24,0,0.71,0,1,0,0,12
26,3,25,14,12,13,1,57.41,0,1,0,0,9
10,1,0,5,2,8,0,2.67,0,1,0,0,5
25,22,8,15,12,7,0,0.03,0,1,0,0,23
20,22,24,2,3,8,0,9.9,0,1,0,0,23
24,8,6,14,23,1,0,7.94,0,1,1,0,0
21,16,11,7,2,18,0,33.55,1,0,1,1,20
15,9,25,8,19,16,0,182.21,1,0,0,0,1
13,0,8,10,11,18,1,0.02,0,0,0,0,4
21,9,11,15,8,18,1,3.15,0,0,0,0,12
17,27,18,5,14,9,0,0.05,1,0,0,0,23
24,27,16,13,25,9,0,0.06,1,0,0,0,12
6,0,3,13,2,8,0,7.25,0,0,1,0,-4
2,7,10,25,4,6,1,0.56,0,1,0,0,7
15,16,10,3,2,15,1,0.23,1,0,1,1,15
9,12,10,24,3,5,0,1.7,0,1,1,1,18
24,24,0,0,9,1,1,0.01,0,0,1,1,12
13,0,28,12,6,20,0,0.53,0,1,1,0,1
21,21,15,28,24,27,1,0.77,1,0,1,1,4
23,24,3,14,2,11,1,12.49,1,0,0,0,10
7,16,22,21,10,23,0,39.35,0,0,0,0,0
9,27,27,26,20,6,1,8.81,0,0,0,0,9
7,23,16,16,25,5,0,4.83,1,0,1,1,18
22,21,17,2,14,27,0,0.41,0,0,0,0,7
25,2,7,22,10,21,0,14.65,0,0,1,1,2
6,12,26,19,26,8,0,4.0,0,1,1,1,12
9,10,5,23,23,0,1,0.29,0,1,0,0,12
12,7,28,20,5,28,1,0.03,0,0,0,0,0
26,6,18,19,3,10,1,1.04,1,0,0,0,-1
26,28,5,3,5,19,1,0.77,0,1,1,0,23
12,1,23,8,27,25,0,18.43,0,0,0,0,10
27,24,26,1,9,22,0,0.07,0,1,1,1,15
7,27,2,6,9,21,1,2.78,1,0,1,1,28
12,6,22,22,2,5,1,1788.6,0,1,0,0,-4
17,7,4,9,15,7,1,0.26,0,1,0,0,0
0,19,8,6,22,21,1,0.17,0,1,0,0,2
11,18,23,1,14,5,0,1.11,0,0,0,0,15
23,16,19,22,24,10,1,0.25,0,0,0,0,10
24,24,23,10,17,3,0,27.33,1,0,1,0,12
9,0,6,7,12,13,0,1934.3,0,0,0,0,-7
1,23,12,28,21,23,0,1.98,0,1,0,0,19
16,13,10,3,3,12,1,6.19,0,0,1,0,13
23,2,24,15,22,14,0,0.09,1,0,0,0,7
2,14,15,20,19,23,1,0.46,0,1,1,0,8
7,0,25,27,21,1,1,4912.95,0,0,0,0,6
2,9,10,15,3,15,0,8.29,0,1,1,1,5
26,21,27,10,23,26,1,0.2,0,0,1,0,22
6,17,25,10,18,4,1,17.37,0,0,1,1,11
15,1,21,0,13,25,0,3.56,1,0,0,0,3
28,9,11,17,12,3,0,0.08,0,1,1,1,12
2,8,0,8,11,21,1,5.17,0,0,0,0,1
10,18,17,14,12,3,1,33.99,1,0,1,0,7
18,21,3,27,17,2,0,0.28,0,0,1,0,17
14,21,16,4,5,20,0,8.42,1,0,0,0,11
15,18,10,27,1,7,1,4.11,0,0,0,0,13
11,17,27,7,3,11,0,4.92,1,0,0,0,-1
13,26,13,4,15,6,0,2.97,1,0,0,0,4
18,16,9,11,4,13,1,9.36,1,0,1,0,5
28,3,18,28,0,0,1,0.57,1,0,0,0,5
6,6,26,18,9,3,1,2.38,0,1,1,0,3
28,13,7,3,13,28,1,2.83,1,0,1,1,9
27,9,23,22,20,27,0,23.72,1,0,1,1,14
14,13,19,7,15,23,0,17.71,0,0,1,1,9
19,1,25,20,3,9,1,0.0,0,0,0,0,12
15,3,27,17,7,1,0,0.53,0,1,0,0,-1
19,6,4,17,1,22,1,3.59,1,0,0,0,6
8,13,17,18,24,27,1,5.49,1,0,1,1,10
2,1,17,19,15,3,0,0.21,0,0,0,0,0
13,27,8,23,18,4,0,0.0,0,1,1,1,23
17,7,10,8,17,17,0,0.3,0,1,1,1,1
7,5,8,17,21,7,0,19.09,0,0,1,0,0
28,4,10,17,14,8,1,0.16,1,0,1,1,1
18,6,17,9,26,8,1,24.1,0,1,0,0,-2
21,22,10,5,14,19,0,0.23,0,1,1,1,14
17,25,18,24,7,6,1,22.87,0,1,0,0,26
13,0,19,3,17,5,1,0.02,0,0,0,0,3
5,9,1,20,24,6,0,1.27,1,0,0,0,5
25,23,11,0,28,22,1,0.02,1,0,0,0,16
15,10,22,0,23,0,1,1.61,0,0,0,0,15
8,1,25,16,4,5,0,0.08,1,0,1,0,-5
16,26,4,23,10,17,0,0.32,0,1,1,0,24
1,0,11,10,3,18,0,28.16,0,0,1,0,8
26,24,26,27,4,26,0,0.02,1,0,0,0,23
21,22,1,16,24,26,1,7.36,0,1,1,1,15
13,3,21,12,6,27,1,0.06,0,0,0,0,-7
0,14,24,27,25,22,1,0.02,0,0,0,0,9
26,2,14,10,24,10,0,0.33,0,1,0,0,0
20,10,10,19,15,9,1,0.01,1,0,1,1,12
9,3,2,14,26,9,0,1.17,1,0,1,1,2
22,2,16,27,25,28,0,0.0,1,0,0,0,0
2,20,15,2,12,16,0,1.62,1,0,1,1,24
3,10,0,8,0,12,1,2.39,0,1,1,0,3
0,16,19,26,20,13,0,0.45,0,0,0,0,13
27,11,17,22,27,27,0,2.95,0,1,1,1,11
6,23,16,17,25,0,1,0.03,1,0,0,0,14
26,13,11,18,6,11,0,0.08,0,0,0,0,0
5,3,28,17,4,6,0,0.24,0,0,0,0,-2
4,8,22,10,21,8,1,0.3,0,1,1,0,5
22,17,2,12,20,14,0,121.76,0,1,1,1,13
26,19,1,21,25,26,0,0.28,1,0,0,0,17
24,27,10,8,7,9,1,103.73,1,0,0,0,16
17,8,15,25,16,28,1,29.25,1,0,0,0,4
22,27,1,16,28,25,1,8.91,0,0,0,0,25
26,28,26,0,26,24,1,11.75,1,0,1,1,36
23,0,2,19,9,2,0,3.31,0,1,0,0,11
22,20,19,20,5,9,1,0.95,0,1,0,0,2
17,27,27,17,5,23,1,0.36,0,0,0,0,27
26,26,19,15,6,16,1,0.09,0,0,1,1,20
15,4,4,2,19,28,0,0.24,0,0,0,0,13
27,9,22,26,15,28,0,56.93,0,0,1,1,13
22,20,9,23,2,24,1,1.08,0,0,1,1,8
15,20,10,10,13,22,1,1814.04,0,0,1,1,11
18,23,14,5,28,7,1,3.79,1,0,1,1,25
13,23,0,26,21,5,1,13.76,1,0,0,0,15
26,26,18,15,16,16,1,6.19,1,0,1,1,24
26,13,20,3,13,6,0,56.04,1,0,0,0,5
15,14,4,20,18,10,0,0.13,1,0,0,0,5
19,12,27,17,19,4,1,1.41,1,0,1,1,8
17,11,4,16,16,15,1,13.54,0,1,1,0,-1
19,9,20,8,26,3,0,0.23,0,1,1,1,2
0,15,5,20,17,0,0,0.27,0,1,1,1,7
6,26,27,6,17,3,0,3.69,1,0,1,1,18
2,16,27,4,18,0,0,2.47,0,1,0,0,19
23,2,3,13,17,25,0,9.23,0,1,0,0,5
10,13,0,24,19,16,0,0.43,0,0,0,0,7
14,12,10,18,15,14,0,0.15,1,0,1,1,16
23,18,13,7,10,14,1,10.31,1,0,0,0,9
6,3,14,21,6,12,1,12.42,0,1,0,0,5
7,12,21,21,17,5,1,0.02,1,0,1,0,12
8,7,4,24,16,2,0,0.25,0,0,0,0,10
10,18,7,21,3,4,1,0.0,0,1,0,0,6
8,20,0,24,8,18,1,0.03,1,0,0,0,11
10,9,19,4,7,1,0,1.9,0,0,0,0,7
19,24,1,8,4,15,1,1.77,1,0,0,0,6
25,16,6,3,11,27,0,45.07,0,1,1,0,0
19,5,14,23,9,2,0,17.83,0,0,1,1,0
10,12,10,2,13,19,1,3.66,1,0,0,0,9
9,15,15,6,15,0,1,0.06,0,1,1,1,9
9,6,18,12,5,21,1,3.43,0,0,0,0,15
14,22,1,21,20,24,1,0.19,0,0,1,1,11
16,11,20,9,20,25,0,0.63,0,1,1,1,5
22,23,9,20,18,24,0,262.13,0,1,0,0,20
20,14,21,8,9,13,1,0.61,0,1,0,0,2
1,7,4,4,10,0,0,0.62,1,0,0,0,-3
13,14,19,18,7,12,1,0.39,1,0,1,1,14
1,8,8,16,18,26,0,0.09,1,0,0,0,6
6,6,0,25,14,19,1,1.55,0,0,0,0,-6
26,5,16,25,27,25,0,611.27,1,0,1,1,9
0,20,28,7,21,7,1,0.04,0,0,0,0,20
2,3,3,27,21,1,0,353.69,0,0,0,0,2
25,17,1,0,13,6,1,0.16,0,0,0,0,15
16,8,24,15,3,22,1,10.66,1,0,1,1,9
12,12,19,9,2,12,1,12.14,0,1,0,0,0
22,24,26,21,24,4,1,0.02,0,0,1,1,28
20,10,20,7,27,11,0,59.21,0,1,1,1,4
24,24,19,12,19,24,0,0.76,1,0,0,0,21
25,24,23,17,21,28,0,0.15,1,0,0,0,25
27,21,2,12,21,28,0,0.01,0,1,1,1,15
17,7,20,25,21,0,1,0.39,0,0,0,0,5
11,22,9,10,8,14,1,0.48,1,0,0,0,20
1,8,21,12,2,17,0,29.01,0,1,1,0,-2
12,26,9,23,23,5,0,0.01,1,0,0,0,6
5,22,25,8,14,9,0,0.03,0,1,0,0,20
19,16,23,2,16,19,0,0.12,0,0,1,1,16
27,19,28,22,25,1,0,3.46,0,0,0,0,2
28,4,22,28,22,8,0,10.57,0,0,1,1,7
13,24,11,25,19,13,1,0.85,1,0,1,1,12
27,1,13,15,22,16,1,1.0,0,0,1,0,-7
15,19,20,12,1,13,0,0.44,1,0,1,1,10
10,9,21,26,15,3,0,1.93,1,0,0,0,12
9,18,7,4,26,17,0,341.68,0,0,1,1,13
5,0,27,3,3,17,0,0.0,0,0,0,0,-3
7,8,21,2,12,27,0,3.33,0,0,0,0,15
24,13,7,12,16,4,1,14.2,0,1,0,0,15
7,3,18,15,0,28,0,0.16,1,0,0,0,0
14,4,1,23,10,1,1,0.06,0,0,1,1,-2
9,18,27,5,28,4,1,3.16,0,1,1,1,25
11,14,17,11,27,19,0,153.92,1,0,1,1,18
5,17,11,15,3,15,0,45.63,0,0,1,1,8
4,10,6,3,14,2,1,0.22,0,1,0,0,0
0,28,10,23,17,0,0,0.07,0,0,1,1,10
28,21,15,0,2,22,0,0.02,1,0,1,1,16
9,21,8,11,21,21,0,0.02,0,0,1,1,24
6,28,19,5,20,12,1,0.95,0,0,1,1,23
24,7,17,21,1,0,0,0.03,0,1,0,0,-5
1,24,4,24,5,18,0,35.38,1,0,1,1,10
7,20,9,17,4,1,0,0.11,0,0,0,0,17
0,12,6,28,13,27,1,0.26,0,1,0,0,4
5,3,0,16,27,23,1,1.3,1,0,0,0,11
6,7,12,17,25,5,0,0.06,0,1,0,0,4
15,13,22,17,27,20,1,0.12,0,0,0,0,10
21,26,9,9,17,15,0,0.03,0,0,1,1,19
1,11,11,23,18,16,0,0.13,1,0,1,0,3
13,1,24,22,5,10,0,87.36,0,1,0,0,-1
19,16,11,3,1,24,0,0.03,0,1,1,1,20
13,22,3,1,12,20,0,0.07,0,0,1,1,21
6,14,10,11,25,13,0,1.57,0,1,1,1,20
18,3,3,13,15,13,0,0.56,1,0,1,1,12
25,18,8,1,17,3,1,252.49,1,0,0,0,21
5,26,18,18,7,10,0,2.97,1,0,1,1,12
8,26,21,8,6,3,1,0.28,0,0,1,1,22
26,27,28,13,8,4,1,0.81,1,0,1,1,29
1,26,18,1,2,19,0,80.03,0,1,0,0,13
13,15,11,3,11,26,1,3.06,1,0,0,0,3
18,1,10,10,14,6,0,68.88,1,0,1,1,6
28,5,7,12,26,16,0,2.37,0,0,1,0,2
13,1,20,20,23,12,1,1.14,1,0,1,0,3
13,25,11,5,26,0,0,0.01,0,0,1,0,5
14,2,20,21,26,22,1,0.17,1,0,0,0,4
28,3,14,28,18,14,0,0.13,0,1,1,0,0
1,5,23,7,22,17,1,313.31,0,1,0,0,0
13,26,3,22,14,4,0,0.16,1,0,1,1,19
8,13,26,27,2,7,0,6.46,0,0,0,0,15
1,8,19,23,28,16,0,0.07,1,0,0,0,16
3,7,6,10,26,27,1,0.0,0,1,0,0,9
22,5,10,21,0,14,0,0.49,1,0,0,0,-1
26,9,19,5,18,7,0,0.01,0,0,1,1,15
1,21,22,11,16,24,0,47.28,0,0,1,1,11
19,3,14,25,24,24,0,0.32,0,1,1,0,-2
7,22,27,7,23,7,1,0.05,0,1,1,0,6
16,18,19,9,21,9,0,302.74,0,1,0,0,17
19,1,21,24,17,15,1,0.43,0,0,0,0,10
25,9,1,7,20,13,0,0.03,1,0,0,0,-2
2,25,23,0,16,11,1,0.79,1,0,0,0,13
0,21,24,0,1,17,1,2.84,0,1,1,0,5
5,23,7,8,14,22,0,0.49,0,0,1,1,17
3,4,17,12,11,13,1,0.08,1,0,0,0,2
26,11,3,21,7,3,1,0.77,0,0,0,0,4
3,25,20,9,5,0,1,0.19,0,0,1,1,27
10,2,5,23,17,4,0,0.06,0,1,0,0,8
17,8,20,26,17,17,1,879.35,0,1,0,0,-4
5,13,3,17,22,14,0,18.2,0,0,1,1,8
20,20,11,5,8,22,0,0.23,0,1,0,0,7
7,17,24,20,27,1,1,0.97,0,1,0,0,6
5,8,15,3,7,23,1,0.18,0,1,1,0,0
9,22,19,22,16,18,1,1.93,0,0,0,0,16
10,17,26,28,8,25,0,2.49,0,1,0,0,13
28,17,26,9,25,24,0,0.25,0,0,0,0,5
13,20,3,15,20,21,0,0.01,0,1,1,1,8
24,8,5,1,11,4,1,2.18,0,1,1,0,2
4,0,16,24,10,2,0,3.07,0,0,1,0,2
11,9,10,19,20,20,1,0.44,1,0,0,0,1
11,1,18,0,2,23,0,2.82,0,0,1,0,-3
10,24,21,22,0,18,1,1.48,0,1,1,1,9
2,18,12,5,3,6,1,10.22,0,0,0,0,10
2,16,10,15,24,13,1,0.02,0,0,1,1,12
10,5,5,11,1,10,1,4.17,1,0,0,0,0
4,10,28,19,28,21,0,0.6,0,1,0,0,2
15,5,21,25,2,7,1,2.63,1,0,1,0,1
25,7,19,27,5,28,1,0.03,0,1,0,0,1
24,16,24,21,2,24,0,1.07,0,0,0,0,18
2,9,8,24,6,24,0,0.33,0,1,0,0,-2
16,19,23,12,10,28,0,0.56,0,0,0,0,4
12,0,9,28,14,4,0,83.52,0,0,1,0,-1
