treated,age,educ,nodegree,married,black,hisp,moa,re75,re76,re77,re78,re79,re74,afdc75,nchildren75,zero74,zero75,redif,lalonde,psid1,psid2,sample_lalonde,sample_dw,sample_early,sample
0,35,11,1,0,0,1,-8,0,1446.639,1016.277,337.5454,,0,1,3,1,1,,0,0,0,1,1,,1
1,28,12,0,0,1,0,-14,0,1799.583,10416.87,11007.68,12162.83,0,1,2,1,1,12162.83,1,0,0,1,1,1,1
0,47,12,0,0,1,0,-20,0,1534.307,3415.309,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,23,11,1,1,1,0,-8,0,0,2904.628,24.18624,573.9822,0,1,1,1,1,573.9822,1,0,0,1,1,,1
1,34,10,1,0,1,0,-17,0,4474.286,8590.541,,4304.588,0,1,1,1,1,4304.588,1,0,0,1,1,1,1
1,35,12,0,0,1,0,-16,0,2659.52,5338.32,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,27,9,1,0,1,0,-14,3872.637,1715.287,,818.3091,,3812.92,1,3,0,0,,0,0,0,1,1,1,1
0,35,11,1,0,1,0,-7,0,0,0,0,0,0,1,6,1,1,0,1,0,0,1,1,,1
1,26,10,1,0,1,0,-10,0,0,8078.828,1202.896,0,0,1,0,1,1,0,1,0,0,1,1,,1
0,26,12,0,0,1,0,-10,6715.794,1119.299,6401.077,5854.903,1670.591,6715.794,1,1,0,0,-5045.203,1,0,0,1,,,1
1,27,11,1,0,1,0,-8,0,0,5472.7,9939.186,12042.56,0,1,3,1,1,12042.56,1,0,0,1,1,,1
0,33,11,1,0,1,0,-9,3384.784,846.196,0,0,0,3384.784,1,2,0,0,-3384.784,1,0,0,1,,,1
0,29,11,1,0,1,0,-11,0,0,0,0,7469.574,0,1,4,1,1,7469.574,1,0,0,1,1,,1
1,43,12,0,0,1,0,-12,0,0,6289.526,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,25,8,1,0,1,0,-11,354.8214,799.8729,8017.27,873.3869,4704.864,354.8214,1,0,0,0,4350.043,1,0,0,1,,,1
1,28,12,0,0,1,0,-14,0,1519.946,9546.209,11529.35,,0,1,2,1,1,,0,0,0,1,1,1,1
0,27,9,1,0,1,0,-7,340.3062,1080.934,474.7169,0,918.291,340.3062,1,1,0,0,577.9848,1,0,0,1,,,1
1,36,12,0,0,1,0,-7,0,0,4810.927,3683.843,0,0,1,4,1,1,0,1,0,0,1,1,,1
0,35,11,1,0,1,0,-12,0,0,0,,10564.38,0,1,2,1,1,10564.38,1,0,0,1,1,,1
0,36,12,0,0,1,0,-11,0,0,806.208,3127.579,1178.207,0,1,4,1,1,1178.207,1,0,0,1,1,,1
1,31,10,1,0,1,0,-10,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,28,8,1,0,1,0,-14,0,1783.209,,,,0,1,3,1,1,,0,0,0,1,1,1,1
1,38,10,1,0,1,0,-9,0,0,5777.76,2681.05,9221.254,0,1,0,1,1,9221.254,1,0,0,1,1,,1
1,55,10,1,0,0,1,-11,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,,1
0,25,12,0,0,1,0,-9,0,0,0,,,0,1,2,1,1,,0,0,0,1,1,,1
0,28,14,0,0,1,0,-7,0,0,,,,0,1,1,1,1,,0,0,0,1,1,,1
1,31,10,1,0,1,0,-11,0,0,8142.592,1209.312,1751.3,0,1,3,1,1,1751.3,1,0,0,1,1,,1
1,51,11,1,0,1,0,-16,0,2994.195,9094.802,,10477.15,0,1,0,1,1,10477.15,1,0,0,1,1,1,1
0,40,11,1,0,1,0,-8,0,0,0,0,8255.992,0,1,4,1,1,8255.992,1,0,0,1,1,,1
1,25,12,0,0,1,0,-9,0,2213.376,6870.971,2778.587,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,23,11,1,0,1,0,-9,0,0,8647.614,2237.854,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,28,10,1,0,1,0,-9,0,0,0,2561.567,725.0278,0,1,3,1,1,725.0278,1,0,0,1,1,,1
0,39,10,1,0,0,0,-16,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,40,11,1,0,1,0,-16,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,43,6,1,0,1,0,-17,0,4762.979,3723.9,,0,0,1,0,1,1,0,1,0,0,1,1,1,1
0,51,12,0,0,0,0,-17,5059.074,1804.187,2592.563,,13067.04,7199.428,1,1,0,0,8007.963,1,0,0,1,1,1,1
1,46,11,1,0,1,0,-10,0,0,7755.603,1781.495,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,35,11,1,0,1,0,-6,10762.51,5381.254,2439.066,5000.392,8421.887,10762.51,1,4,0,0,-2340.622,1,0,0,1,,,1
0,45,10,1,0,1,0,-5,0,0,0,3282.647,10858.49,0,1,1,1,1,10858.49,1,0,0,1,1,,1
1,36,11,1,0,1,0,-8,0,0,5517.667,3652.715,10254.93,0,1,4,1,1,10254.93,1,0,0,1,1,,1
1,39,9,1,0,0,0,-17,0,3245.902,7392.445,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,29,9,1,0,1,0,-17,1213.251,5148.12,9159.004,,11120.29,2079.859,1,2,0,0,9907.042,1,0,0,1,1,1,1
1,50,6,1,0,1,0,-16,0,3022.963,7913.929,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,34,12,0,0,1,0,-9,0,0,7010.994,3120.679,0,0,1,3,1,1,0,1,0,0,1,1,,1
1,27,10,1,0,1,0,-19,1307.672,3344.785,9963.781,,,812.0298,1,3,0,0,,0,0,0,1,1,1,1
0,26,12,0,0,1,0,-15,0,0,0,0,,0,1,2,1,1,,0,0,0,1,1,1,1
1,37,8,1,0,1,0,-11,0,0,7121.936,4237.981,,0,1,4,1,1,,0,0,0,1,1,,1
0,29,9,1,0,1,0,-5,2634.198,1536.615,,,1560.29,2634.198,1,5,0,0,-1073.908,1,0,0,1,,,1
1,28,11,1,0,1,0,-8,0,0,5610.656,2933.402,425.0768,0,1,2,1,1,425.0768,1,0,0,1,1,,1
0,23,11,1,0,1,0,-5,0,0,4671.545,5782.2,,0,1,1,1,1,,0,0,0,1,1,,1
0,26,11,1,0,1,0,-15,0,719.8064,0,,,0,1,4,1,1,,0,0,0,1,1,1,1
0,32,10,1,0,1,0,-8,0,0,5605.617,3596.849,2420.749,0,1,5,1,1,2420.749,1,0,0,1,1,,1
0,45,9,1,0,0,1,-14,2302.464,0,0,1562.438,6224.645,2762.957,1,2,0,0,3922.181,1,0,0,1,1,1,1
1,35,10,1,0,0,0,-16,4726.582,3581.279,6955.369,,3942.801,7089.872,1,4,0,0,-783.781,1,0,0,1,1,1,1
0,37,4,1,0,0,1,-17,0,,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,40,10,1,0,1,0,-8,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,27,9,1,0,1,0,-13,0,681.1182,5274.347,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,35,12,0,0,1,0,-8,0,0,5483.535,4861.278,,0,1,5,1,1,,0,0,0,1,1,,1
1,28,12,0,0,1,0,-13,0,752.8088,8941.596,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,43,4,1,0,0,1,-16,0,0,0,,669.0803,0,1,1,1,1,669.0803,1,0,0,1,1,1,1
0,32,7,1,0,0,1,-17,0,0,0,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,23,12,0,0,1,0,-11,0,1311.676,,,,0,1,1,1,1,,0,0,0,1,1,,1
1,35,10,1,0,1,0,-16,0,3325.038,9396.619,,10599.82,0,1,3,1,1,10599.82,1,0,0,1,1,1,1
1,36,10,1,0,1,0,-11,0,0,8328.464,11029.12,3367.188,0,1,2,1,1,3367.188,1,0,0,1,1,,1
0,28,11,1,0,1,0,-13,6778.806,,,,,7395.061,1,3,0,0,,0,0,0,1,1,1,1
0,21,10,1,0,1,0,-9,1680.27,1168.676,0,0,0,1680.27,1,1,0,0,-1680.27,1,0,0,1,,,1
0,40,9,1,0,0,0,-13,6661.198,376.2429,0,,0,7061.538,1,1,0,0,-6661.198,1,0,0,1,1,1,1
0,36,11,1,0,1,0,-15,8238.15,3324.975,3169.302,1294.91,,9472.84,1,2,0,0,,0,0,0,1,1,1,1
1,30,12,0,0,1,0,-13,1873.013,1229.226,8494.728,16571.06,7072.47,1715.904,1,3,0,0,5199.456,1,0,0,1,1,1,1
1,44,10,1,0,1,0,-17,0,4257.787,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,46,12,0,0,1,0,-14,0,0,0,0,0,0,1,4,1,1,0,1,0,0,1,1,1,1
1,35,11,1,0,1,0,-6,0,0,3660.613,9732.261,10443.52,0,1,6,1,1,10443.52,1,0,0,1,1,,1
0,34,9,1,0,1,0,-9,0,0,0,4796.807,7262.086,0,1,0,1,1,7262.086,1,0,0,1,1,,1
0,34,11,1,0,1,0,-19,0,0,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,30,8,1,0,0,1,-8,0,0,4702.287,9654.062,5867.479,0,1,4,1,1,5867.479,1,0,0,1,1,,1
0,34,11,1,0,0,1,-15,0,0,0,0,22588.15,0,1,6,1,1,22588.15,1,0,0,1,1,1,1
1,32,10,1,0,1,0,-8,0,0,5132.096,3349.693,,0,1,4,1,1,,0,0,0,1,1,,1
0,37,11,1,0,1,0,-20,0,,,,1651.558,0,1,3,1,1,1651.558,1,0,0,1,1,1,1
0,29,11,1,0,1,0,-13,0,,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,42,10,1,0,1,0,-12,0,0,0,0,0,0,1,4,1,1,0,1,0,0,1,1,,1
0,25,13,0,0,1,0,-14,0,0,0,0,,0,1,1,1,1,,0,0,0,1,1,1,1
0,31,12,0,0,1,0,-11,0,0,,,2460.883,0,1,1,1,1,2460.883,1,0,0,1,1,,1
1,25,9,1,0,1,0,-15,0,2591.383,7044.188,0,,0,1,2,1,1,,0,0,0,1,1,1,1
1,42,9,1,0,1,0,-9,0,368.0186,6600.667,2305.536,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,45,8,1,0,1,0,-14,0,1605.981,9187.989,2645.637,3576.19,0,1,3,1,1,3576.19,1,0,0,1,1,1,1
1,35,12,0,0,1,0,-9,1719.279,429.8198,6211.708,2305.536,8092.039,1719.279,1,2,0,0,6372.76,1,0,0,1,,,1
1,32,12,0,0,1,0,-5,0,0,3887.101,10935.7,10597.45,0,1,4,1,1,10597.45,1,0,0,1,1,,1
0,29,10,1,0,1,0,-11,0,0,0,0,,0,1,3,1,1,,0,0,0,1,1,,1
1,39,11,1,0,1,0,-13,0,2703.204,10960.52,11530,10425.33,0,1,2,1,1,10425.33,1,0,0,1,1,1,1
1,46,8,1,0,1,0,-5,0,0,3774.732,9230.023,16571.85,0,1,4,1,1,16571.85,1,0,0,1,1,,1
0,37,6,1,0,1,0,-12,0,149.7027,0,,11554.6,0,1,2,1,1,11554.6,1,0,0,1,1,,1
1,30,10,1,0,1,0,-15,0,2677.746,10255.61,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,34,10,1,0,1,0,-8,0,482.2131,5678.479,2933.402,369.6008,0,1,4,1,1,369.6008,1,0,0,1,1,,1
0,42,11,1,0,1,0,-16,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,1,1
1,49,6,1,0,1,0,-14,0,,,,,0,1,0,1,1,,0,0,0,1,1,1,1
0,29,11,1,0,1,0,-12,0,0,0,0,,0,1,6,1,1,,0,0,0,1,1,,1
1,28,11,1,0,0,1,-6,0,0,4805.429,783.5568,,0,1,3,1,1,,0,0,0,1,1,,1
0,50,0,1,0,0,0,-15,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,25,12,0,0,1,0,-7,620.0902,258.3709,,,,620.0902,1,1,0,0,,0,0,0,1,,,1
0,44,9,1,0,1,0,-5,0,355.7698,728.0405,8622.548,6969.061,0,1,4,1,1,6969.061,1,0,0,1,1,,1
0,37,12,0,0,1,0,-8,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,-1,8,1,-1,1,0,,,,,,,,1,-1,0,0,,0,0,0,1,,,1
1,46,12,0,0,0,1,-6,3992.996,1996.498,,,7083.769,3992.996,1,2,0,0,3090.773,1,0,0,1,,,1
0,26,12,0,0,1,0,-5,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,47,8,1,0,0,0,-12,0,0,7572.128,,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,39,8,1,0,1,0,-12,0,0,0,367.5312,0,0,1,4,1,1,0,1,0,0,1,1,,1
1,43,12,0,0,0,0,-16,0,3325.038,9564.141,,12358.88,0,1,4,1,1,12358.88,1,0,0,1,1,1,1
1,41,12,0,0,0,0,-14,686.5988,176.8356,88.41779,10551.6,4124.359,823.9185,1,3,0,0,3437.761,1,0,0,1,1,1,1
1,33,12,0,0,0,0,-17,0,,,,,0,1,4,1,1,,0,0,0,1,1,1,1
1,48,8,1,0,1,0,-11,0,0,0,0,0,0,1,3,1,1,0,1,0,0,1,1,,1
1,31,6,1,0,0,1,-10,0,0,,,0,0,1,3,1,1,0,1,0,0,1,1,,1
0,34,10,1,0,1,0,-12,0,0,0,,,0,1,2,1,1,,0,0,0,1,1,,1
0,33,11,1,0,1,0,-6,0,0,,,,0,1,3,1,1,,0,0,0,1,1,,1
0,22,10,1,0,1,0,-5,0,0,0,3034.287,,0,1,1,1,1,,0,0,0,1,1,,1
1,36,11,1,1,1,0,-20,0,7209.87,9338.251,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,25,10,1,0,1,0,-21,350.7207,0,0,,451.5239,618.5357,1,1,0,0,100.8032,1,0,0,1,1,1,1
0,39,3,1,0,1,0,-15,0,2634.589,10131.01,2450.339,,0,1,5,1,1,,0,0,0,1,1,1,1
1,34,9,1,0,1,0,-19,0,6291.24,6729.871,,10772.89,0,1,3,1,1,10772.89,1,0,0,1,1,1,1
1,23,10,1,0,1,0,-8,0,0,5779.265,,,0,1,1,1,1,,0,0,0,1,1,,1
1,24,11,1,0,1,0,-12,8002.8,712.7431,7902.271,384.2792,0,8002.8,1,1,0,0,-8002.8,1,0,0,1,,,1
0,37,12,0,0,1,0,-8,0,0,4926.122,11336.2,,0,1,3,1,1,,0,0,0,1,1,,1
0,26,10,1,0,1,0,-17,0,579.8612,0,,,0,1,3,1,1,,0,0,0,1,1,1,1
0,36,8,1,0,1,0,-15,0,0,0,0,0,0,1,6,1,1,0,1,0,0,1,1,1,1
0,32,8,1,0,1,0,-14,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,30,12,0,0,1,0,-16,0,0,0,,350.2761,0,1,1,1,1,350.2761,1,0,0,1,1,1,1
0,34,12,0,0,0,1,-5,0,0,0,5581.227,6107.611,0,1,3,1,1,6107.611,1,0,0,1,1,,1
1,36,10,1,0,0,1,-8,0,0,5235.771,11974.45,13074.79,0,1,3,1,1,13074.79,1,0,0,1,1,,1
1,41,12,0,0,1,0,-12,8950.392,0,8307.395,0,,8950.392,1,4,0,0,,0,0,0,1,,,1
0,37,11,1,0,0,1,-15,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,32,9,1,0,0,1,-10,0,0,,,7192.977,0,1,3,1,1,7192.977,1,0,0,1,1,,1
0,44,8,1,0,1,0,-17,0,,,,,0,1,5,1,1,,0,0,0,1,1,1,1
1,31,10,1,0,0,1,-14,0,1439.646,719.823,0,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,38,10,1,0,1,0,-17,0,4474.286,9057.548,,7594.634,0,1,5,1,1,7594.634,1,0,0,1,1,1,1
1,45,12,0,0,1,0,-5,0,796.1587,4897.361,11558.33,8257.792,0,1,4,1,1,8257.792,1,0,0,1,1,,1
1,40,11,1,0,1,0,-20,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,29,12,0,0,0,0,-12,0,0,0,,6285.696,0,1,2,1,1,6285.696,1,0,0,1,1,,1
0,27,11,1,0,1,0,-6,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,31,8,1,0,1,0,-18,282.1525,,,,,564.3049,1,2,0,0,,0,0,0,1,1,1,1
1,30,11,1,0,1,0,-16,0,3022.963,2593.372,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,33,12,0,0,1,0,-5,0,0,0,2080.8,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,29,12,0,0,1,0,-8,0,0,,,,0,1,1,1,1,,0,0,0,1,1,,1
0,40,12,0,0,1,0,-15,0,1835.546,7905.938,8557.609,8032.429,0,1,1,1,1,8032.429,1,0,0,1,1,1,1
1,31,11,1,0,1,0,-8,0,0,5472.7,,,0,1,1,1,1,,0,0,0,1,1,,1
0,36,12,0,0,1,0,-13,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,34,12,0,0,1,0,-11,0,6188.087,1862.407,742.9619,1281.851,0,1,1,1,1,1281.851,1,0,0,1,1,,1
0,24,11,1,0,1,0,-19,1556.428,0,,,4902.982,3735.427,1,1,0,0,3346.554,1,0,0,1,1,1,1
0,51,8,1,0,1,0,-18,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,29,10,1,0,1,0,-11,0,0,7150.137,1158.186,,0,1,4,1,1,,0,0,0,1,1,,1
0,37,4,1,0,0,1,-14,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
1,46,11,1,0,1,0,-11,0,0,3988.396,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,29,10,1,0,1,0,-5,3574.998,2789.565,2970.858,9929.654,11698.59,3574.998,1,1,0,0,8123.594,1,0,0,1,,,1
1,50,10,1,0,1,0,-21,0,8136.48,10917.33,,11455.07,0,1,2,1,1,11455.07,1,0,0,1,1,1,1
1,32,11,1,0,1,0,-5,4685.033,2845.587,3567.211,6244.874,979.4023,4685.033,1,1,0,0,-3705.631,1,0,0,1,,,1
0,45,4,1,0,1,0,-15,0,0,3322.24,7592.271,7436.785,0,1,1,1,1,7436.785,1,0,0,1,1,1,1
1,50,1,1,1,1,0,-19,0,5706.739,1120.37,,0,0,1,5,1,1,0,1,0,0,1,1,1,1
1,32,10,1,0,1,0,-17,0,4005.232,7182.668,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
1,28,11,1,0,1,0,-9,0,0,6489.344,2681.05,,0,1,2,1,1,,0,0,0,1,1,,1
0,24,8,1,0,1,0,-7,0,0,4153.325,14408.26,8710.938,0,1,2,1,1,8710.938,1,0,0,1,1,,1
1,30,15,0,0,0,1,-9,6645.146,1661.286,346.251,0,0,6645.146,1,3,0,0,-6645.146,1,0,0,1,,,1
0,27,7,1,0,1,0,-19,0,0,,,,0,1,4,1,1,,0,0,0,1,1,1,1
0,41,12,0,0,1,0,-19,0,0,,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,44,12,0,0,1,0,-20,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,28,8,1,0,1,0,-20,0,7080.736,17190.92,,3080.065,0,1,3,1,1,3080.065,1,0,0,1,1,1,1
0,43,12,0,0,1,0,-17,0,1087.215,1636.267,,6602.759,0,1,0,1,1,6602.759,1,0,0,1,1,1,1
1,46,11,1,0,0,0,-8,0,0,5276.093,4852.366,9634.144,0,1,2,1,1,9634.144,1,0,0,1,1,,1
0,41,13,0,0,1,0,-16,1429.898,5758.047,16100.14,,0,2144.846,1,2,0,0,-1429.898,1,0,0,1,1,1,1
0,40,10,1,0,1,0,-12,468.072,0,0,0,0,468.072,1,1,0,0,-468.072,1,0,0,1,,,1
0,35,8,1,0,0,1,-12,0,0,0,0,,0,1,2,1,1,,0,0,0,1,1,,1
0,27,11,1,0,1,0,-6,2608.944,2127.382,,,,2608.944,1,3,0,0,,0,0,0,1,,,1
1,39,9,1,0,1,0,-9,0,0,6321.484,350.8294,0,0,1,0,1,1,0,1,0,0,1,1,,1
1,29,11,1,0,1,0,-8,0,0,5438.544,2597.991,1532.57,0,1,2,1,1,1532.57,1,0,0,1,1,,1
0,-1,11,1,-1,1,0,,,,,,,,1,-1,0,0,,0,0,0,1,,,1
0,54,12,0,0,0,0,-12,0,0,0,4604.478,3949.022,0,1,2,1,1,3949.022,1,0,0,1,1,,1
0,48,8,1,0,1,0,-16,0,0,0,,101.7613,0,1,2,1,1,101.7613,1,0,0,1,1,1,1
1,26,12,0,0,0,1,-11,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
0,37,11,1,0,0,1,-14,0,0,7088.445,10607.26,,0,1,4,1,1,,0,0,0,1,1,1,1
0,31,11,1,0,1,0,-5,0,0,3654.969,7395.402,358.3735,0,1,3,1,1,358.3735,1,0,0,1,1,,1
1,36,12,0,0,1,0,-10,0,0,9100.117,9239.775,18070.62,0,1,5,1,1,18070.62,1,0,0,1,1,,1
1,26,11,1,0,1,0,-7,0,0,5898.937,10516.27,,0,1,1,1,1,,0,0,0,1,1,,1
0,20,12,0,0,1,0,-9,229.07,57.2675,0,0,0,229.07,1,1,0,0,-229.07,1,0,0,1,,,1
1,25,12,0,0,1,0,-5,0,0,3409.404,6302.11,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,35,10,1,0,1,0,-10,0,0,0,0,,0,1,3,1,1,,0,0,0,1,1,,1
1,23,6,1,0,1,0,-13,0,0,3116.372,1496.761,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,32,12,0,0,1,0,-13,0,0,7468.932,10126.65,10651.01,0,1,1,1,1,10651.01,1,0,0,1,1,1,1
0,32,8,1,0,1,0,-7,0,250.4759,342.6717,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,28,10,1,0,1,0,-11,0,0,,,2558.968,0,1,1,1,1,2558.968,1,0,0,1,1,,1
0,37,12,0,0,1,0,-20,0,0,0,,,0,1,3,1,1,,0,0,0,1,1,1,1
0,27,8,1,0,1,0,-9,0,0,6151.936,,,0,1,2,1,1,,0,0,0,1,1,,1
0,41,0,1,0,0,1,-11,0,0,0,0,9682.834,0,1,2,1,1,9682.834,1,0,0,1,1,,1
0,27,14,0,0,1,0,-16,1438.493,6780.713,24540.15,,,1970.179,1,1,0,0,,0,0,0,1,1,1,1
0,30,8,1,0,1,0,-19,0,0,0,,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,27,9,1,0,0,1,-7,0,0,1470.836,4417.493,2613.061,0,1,4,1,1,2613.061,1,0,0,1,1,,1
1,35,12,0,0,1,0,-9,855.3639,213.841,7625.946,12221.72,,855.3639,1,3,0,0,,0,0,0,1,,,1
0,24,11,1,0,1,0,-5,1505.196,878.0313,607.5723,2782.175,,1505.196,1,1,0,0,,0,0,0,1,,,1
0,28,11,1,0,1,0,-14,0,0,0,0,705.4962,0,1,2,1,1,705.4962,1,0,0,1,1,1,1
0,35,6,1,0,0,1,-9,0,0,2227.781,4173.734,9682.834,0,1,1,1,1,9682.834,1,0,0,1,1,,1
0,33,9,1,0,1,0,-8,0,1670.853,0,0,2393.602,0,1,2,1,1,2393.602,1,0,0,1,1,,1
0,24,10,1,0,1,0,-5,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,,1
1,35,8,1,0,1,0,-8,0,0,3691.931,7438.042,9898.102,0,1,2,1,1,9898.102,1,0,0,1,1,,1
0,31,7,1,0,1,0,-16,600.2202,2389.532,192.4635,,,0,1,5,1,0,,0,0,0,1,1,1,1
1,42,9,1,0,1,0,-15,0,3325.591,10984.27,0,0,0,1,3,1,1,0,1,0,0,1,1,1,1
0,41,10,1,1,1,0,-20,1641.403,735.3539,1648.832,,0,0,1,2,1,0,-1641.403,1,0,0,1,1,1,1
0,36,8,1,0,1,0,-17,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,32,12,0,0,0,1,-12,347.112,0,3530.525,0,,347.112,1,2,0,0,,0,0,0,1,,,1
1,35,12,0,0,1,0,-12,0,0,10820.85,8739.21,2361.466,0,1,3,1,1,2361.466,1,0,0,1,1,,1
0,37,12,0,0,1,0,-16,0,0,0,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
0,38,11,1,0,1,0,-13,0,0,0,,0,0,1,4,1,1,0,1,0,0,1,1,1,1
1,27,8,1,0,0,1,-22,0,8990.014,4359.269,,0,0,1,2,1,1,0,1,0,0,1,1,1,1
1,33,12,0,0,1,0,-19,761.3013,2324.915,8177.149,,7343.698,1827.123,1,1,0,0,6582.397,1,0,0,1,1,1,1
0,42,9,1,0,1,0,-19,0,0,557.7193,,10089.68,0,1,2,1,1,10089.68,1,0,0,1,1,1,1
0,25,12,0,0,1,0,-15,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,34,10,1,0,1,0,-17,0,547.2452,0,,11884.87,0,1,2,1,1,11884.87,1,0,0,1,1,1,1
1,32,12,0,0,1,0,-9,0,0,6245.965,9814.773,2794.268,0,1,1,1,1,2794.268,1,0,0,1,1,,1
1,50,11,1,0,0,1,-8,0,0,5201.21,3031.906,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,53,10,1,0,1,0,-20,0,0,,,7982.328,0,1,2,1,1,7982.328,1,0,0,1,1,1,1
1,29,9,1,0,0,1,-22,0,9494.064,7918.41,,,0,1,3,1,1,,0,0,0,1,1,1,1
1,28,11,1,0,1,0,-22,0,8920.581,9605.616,,10008.31,0,1,2,1,1,10008.31,1,0,0,1,1,1,1
0,37,11,1,0,1,0,-16,0,0,2154.834,,0,0,1,6,1,1,0,1,0,0,1,1,1,1
0,29,11,1,0,1,0,-7,0,0,0,0,5535.669,0,1,3,1,1,5535.669,1,0,0,1,1,,1
0,48,12,0,0,1,0,-7,0,0,808.6605,1099.063,0,0,1,2,1,1,0,1,0,0,1,1,,1
0,32,12,0,0,1,0,-11,0,0,4157.214,21169.44,15689.8,0,1,2,1,1,15689.8,1,0,0,1,1,,1
0,32,10,1,0,1,0,-22,3868.434,0,0,,,9580.29,1,3,0,0,,0,0,0,1,1,1,1
0,50,7,1,0,0,1,-19,0,,,,,0,1,2,1,1,,0,0,0,1,1,1,1
0,36,12,0,0,1,0,-13,0,0,0,,1233.394,0,1,4,1,1,1233.394,1,0,0,1,1,1,1
0,31,8,1,0,1,0,-20,0,1985.428,,,,0,1,3,1,1,,0,0,0,1,1,1,1
0,28,12,0,0,0,1,-9,0,0,0,2099.47,10028.54,0,1,1,1,1,10028.54,1,0,0,1,1,,1
1,40,10,1,0,0,1,-11,0,0,8723.658,9079.336,9771.668,0,1,3,1,1,9771.668,1,0,0,1,1,,1
0,46,8,1,0,1,0,-16,0,0,0,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
1,27,9,1,0,1,0,-11,0,0,10442.13,15530.48,16114.97,0,1,2,1,1,16114.97,1,0,0,1,1,,1
1,27,8,1,0,1,0,-5,0,0,2959.61,5306.896,,0,1,1,1,1,,0,0,0,1,1,,1
0,27,11,1,0,1,0,-18,0,0,,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,35,12,0,0,1,0,-11,2283.375,190.2812,2448.661,0,10274.84,2283.375,1,6,0,0,7991.461,1,0,0,1,,,1
0,31,12,0,0,0,0,-13,0,0,0,,,0,1,1,1,1,,0,0,0,1,1,1,1
0,35,12,0,0,1,0,-11,0,0,0,0,,0,1,4,1,1,,0,0,0,1,1,,1
0,25,7,1,0,1,0,-12,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1,1,,1
1,54,11,1,0,1,0,-13,0,681.1182,8016.329,,0,0,1,1,1,1,0,1,0,0,1,1,1,1
0,47,12,0,0,1,0,-16,0,,,,,0,1,0,1,1,,0,0,0,1,1,1,1
0,36,10,1,0,1,0,-11,2978.673,1862.579,3475.426,8841.852,2106.88,2978.673,1,1,0,0,-871.7925,1,0,0,1,,,1
